rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,year,genres,actors,directors,distributor,importer
9,9,-1,OLD,20233075,신체모음.zip,2023-08-30,157507000,1.1,-141734800,-47.4,473262700,16038,-17188,-51.7,51250,223,2273,20230910,2023,공포(호러),"김민석,김채은,한상혁,강준규,김아현","서형우,김장미,지삼,이광진,전병덕,최원경",(주)스튜디오디에이치엘 | (주)싸이더스,
10,10,-1,OLD,20232629,마야 3: 숲속 왕국의 위기,2023-08-24,71527200,0.5,-43981900,-38.1,370265500,10009,-3543,-26.1,44822,160,745,20230910,2023,애니메이션,,노엘 클리어리,(주)박수엔터테인먼트,(주)박수엔터테인먼트
1,1,0,OLD,20224667,잠,2023-09-06,4883641110,38.3,-342583074,-6.6,10186269194,492000,-39293,-7.4,1031031,1214,34115,20230917,2023,미스터리,"정유미,이선균,김금순,이동찬,김국희",유재선,롯데컬처웍스(주)롯데엔터테인먼트,
2,2,57,OLD,20234044,베니스 유령 살인사건,2023-09-13,1296866807,10.2,1292420807,29069.3,1301312807,131560,131066,26531.6,132054,876,15477,20230917,2023,"범죄,미스터리,스릴러,공포(호러)","케네스 브래너,양자경,제이미 도넌,티나 페이,주드 힐",케네스 브래너,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
3,3,-1,OLD,20226431,오펜하이머,2023-08-15,1210764693,9.5,-1131222500,-48.3,33173410281,119203,-98275,-45.2,3111339,838,12345,20230917,2023,"스릴러,드라마","킬리언 머피,에밀리 블런트,맷 데이먼,로버트 다우니 주니어,플로렌스 퓨",크리스토퍼 놀란,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
4,4,-1,OLD,20226500,달짝지근해: 7510,2023-08-15,741614889,5.8,-572994332,-43.6,12949763768,77791,-60070,-43.6,1332996,668,9698,20230917,2023,코미디,"유해진,김희선,차인표,진선규,한선화",이한,(주)마인드마크,
5,5,-1,OLD,20204264,콘크리트 유토피아,2023-08-09,503139947,3.9,-795426395,-61.3,37101912055,62312,-72711,-53.9,3809924,660,8818,20230917,2023,"드라마,기타","이병헌,박서준,박보영,김선영,김도윤",엄태화,롯데컬처웍스(주)롯데엔터테인먼트,
6,6,47,OLD,20233643,닌자터틀: 뮤턴트 대소동,2023-09-14,461328781,3.6,455393781,7673.0,467263781,50305,49738,8772.1,50872,650,4960,20230917,2023,애니메이션,,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트
7,7,0,NEW,20233743,아이유 콘서트 : 더 골든 아워,2023-09-13,1048085000,8.2,1048085000,100.0,1048085000,44525,44525,100.0,44525,63,776,20230917,2023,"공연,다큐멘터리",이지은,,씨제이 씨지브이(CJ CGV)(주),
8,8,26,OLD,20228016,"여름을 향한 터널, 이별의 출구",2023-09-14,375048100,2.9,365654100,3892.4,384442100,36383,35041,2611.1,37725,269,2196,20230917,2023,애니메이션,"코미야 아리사,코야마 리키야",타구치 토모히사,(주)미디어캐슬,(주)미디어캐슬
9,9,-4,OLD,20233014,타겟,2023-08-30,328068526,2.6,-795598243,-70.8,3917755690,35248,-83643,-70.4,415063,636,6891,20230917,2023,스릴러,"신혜선,김성균,임성재,임철수,이주영",박희곤,메가박스중앙(주) 플러스엠 엔터테인먼트,
10,10,-4,OLD,20228930,엘리멘탈,2023-06-14,252439221,2.0,-267624809,-51.5,70806508242,25888,-26939,-51.0,7205607,370,2381,20230917,2023,애니메이션,,피터 손,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
1,1,0,OLD,20224667,잠,2023-09-06,2473819677,27.8,-2409821433,-49.3,12660088871,288867,-203133,-41.3,1319898,1074,29275,20230924,2023,미스터리,"정유미,이선균,김금순,이동찬,김국희",유재선,롯데컬처웍스(주)롯데엔터테인먼트,
2,2,94,OLD,20233235,가문의 영광: 리턴즈,2023-09-21,909569823,10.2,907909823,54693.4,911229823,95103,94937,57191.0,95269,823,12396,20230924,2023,코미디,"윤현민,유라,김수미,탁재훈,정준하","정용기,정태원",(주)넥스트엔터테인먼트월드(NEW),
3,3,54,OLD,20233411,그란 투리스모,2023-09-20,774356581,8.7,768614581,13385.8,780098581,77368,76846,14721.5,77890,883,12471,20230924,2023,액션,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,
4,4,-1,OLD,20226431,오펜하이머,2023-08-15,583326465,6.6,-627438228,-51.8,33756736746,60561,-58642,-49.2,3171900,611,7694,20230924,2023,"스릴러,드라마","킬리언 머피,에밀리 블런트,맷 데이먼,로버트 다우니 주니어,플로렌스 퓨",크리스토퍼 놀란,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
5,5,-3,OLD,20234044,베니스 유령 살인사건,2023-09-13,572212422,6.4,-724654385,-55.9,1873525229,59416,-72144,-54.8,191470,682,10385,20230924,2023,"범죄,미스터리,스릴러,공포(호러)","케네스 브래너,양자경,제이미 도넌,티나 페이,주드 힐",케네스 브래너,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
6,6,-2,OLD,20226500,달짝지근해: 7510,2023-08-15,354322244,4.0,-387292645,-52.2,13304086012,38748,-39043,-50.2,1371744,550,5835,20230924,2023,코미디,"유해진,김희선,차인표,진선규,한선화",이한,(주)마인드마크,
7,7,10,OLD,20233597,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,287787549,3.2,223468070,347.4,352372028,32510,25783,383.3,39256,516,2060,20230924,2023,애니메이션,,"다비드 알로,에릭 토스티",(주)스튜디오디에이치엘,그린나래미디어(주)
8,8,-3,OLD,20204264,콘크리트 유토피아,2023-08-09,240879577,2.7,-262260370,-52.1,37342791632,30539,-31773,-51.0,3840463,542,5024,20230924,2023,"드라마,기타","이병헌,박서준,박보영,김선영,김도윤",엄태화,롯데컬처웍스(주)롯데엔터테인먼트,
9,9,-1,OLD,20228016,"여름을 향한 터널, 이별의 출구",2023-09-14,252415900,2.8,-122632200,-32.7,636858000,24177,-12206,-33.5,61902,233,2956,20230924,2023,애니메이션,"코미야 아리사,코야마 리키야",타구치 토모히사,(주)미디어캐슬,(주)미디어캐슬
10,10,-3,OLD,20233743,아이유 콘서트 : 더 골든 아워,2023-09-13,525468500,5.9,-522616500,-49.9,1573553500,22401,-22124,-49.7,66926,57,944,20230924,2023,"공연,다큐멘터리",이지은,,씨제이 씨지브이(CJ CGV)(주),
1,1,10,OLD,20227410,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,11153369256,44.6,10962669749,5748.7,11346291763,1155504,1137311,6251.4,1173944,1511,36501,20231001,2023,"판타지,액션","강동원,허준호,이솜,이동휘,김종수",김성식,(주)씨제이이엔엠,
2,2,16,OLD,20197122,1947 보스톤,2023-09-27,5324112823,21.3,5245671823,6687.4,5484758823,554549,546552,6834.5,570825,1282,25327,20231001,2023,드라마,"하정우,임시완,배성우,김상호,오희준",강제규,롯데컬처웍스(주)롯데엔터테인먼트 | (주)콘텐츠지오 | 주식회사 에이투지엔터테인먼트,
3,3,11,OLD,20223896,거미집,2023-09-27,2025971731,8.1,1912517874,1685.7,2151998588,211878,200475,1758.1,224678,1058,15810,20231001,2023,"코미디,드라마","송강호,임수정,오정세,전여빈,정수정",김지운,(주)바른손이앤에이,
4,4,32,OLD,20234281,더 넌 2,2023-09-27,1985276400,7.9,1965117400,9748.1,2005435400,193067,191098,9705.3,195036,720,9422,20231001,2023,공포(호러),"타이사 파미가,보니 아론스,조나스 블로켓,안나 팝플웰",마이클 차베즈,워너브러더스 코리아(주),워너브러더스 코리아(주)
5,5,-4,OLD,20224667,잠,2023-09-06,915838300,3.7,-1557981377,-63.0,13575927171,112179,-176688,-61.2,1432077,952,10737,20231001,2023,미스터리,"정유미,이선균,김금순,이동찬,김국희",유재선,롯데컬처웍스(주)롯데엔터테인먼트,
6,6,18,OLD,20234099,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,599089773,2.4,563719773,1593.8,634459773,65534,61604,1567.5,69464,601,3959,20231001,2023,애니메이션,,,(주)넥스트엔터테인먼트월드(NEW),에스엠지홀딩스 주식회사
7,7,-5,OLD,20233235,가문의 영광: 리턴즈,2023-09-21,592968392,2.4,-316601431,-34.8,1504198215,61173,-33930,-35.7,156442,728,6711,20231001,2023,코미디,"윤현민,유라,김수미,탁재훈,정준하","정용기,정태원",(주)넥스트엔터테인먼트월드(NEW),
8,8,-4,OLD,20226431,오펜하이머,2023-08-15,350172226,1.4,-233154239,-40.0,34106908972,36100,-24461,-40.4,3208000,521,2433,20231001,2023,"스릴러,드라마","킬리언 머피,에밀리 블런트,맷 데이먼,로버트 다우니 주니어,플로렌스 퓨",크리스토퍼 놀란,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
9,9,-6,OLD,20233411,그란 투리스모,2023-09-20,271533202,1.1,-502823379,-64.9,1051631783,27168,-50200,-64.9,105058,705,4300,20231001,2023,액션,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,
10,10,-3,OLD,20233597,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,230079460,0.9,-57708089,-20.1,582451488,25011,-7499,-23.1,64267,241,1553,20231001,2023,애니메이션,,"다비드 알로,에릭 토스티",(주)스튜디오디에이치엘,그린나래미디어(주)
1,1,18,OLD,20228819,30일,2023-10-03,5938239256,29.2,5865942308,8113.7,6115290021,601426,594274,8309.2,619882,1226,25747,20231008,2023,코미디,"강하늘,정소민,조민수,김선영,황세인",남대중,(주)마인드마크,
2,2,-1,OLD,20227410,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,5232772037,25.7,-5920597219,-53.1,16579063800,528729,-626775,-54.2,1702673,1487,33353,20231008,2023,"판타지,액션","강동원,허준호,이솜,이동휘,김종수",김성식,(주)씨제이이엔엠,
3,3,-1,OLD,20197122,1947 보스톤,2023-09-27,2445690770,12.0,-2878422053,-54.1,7930449593,258259,-296290,-53.4,829084,1240,19725,20231008,2023,드라마,"하정우,임시완,배성우,김상호,오희준",강제규,롯데컬처웍스(주)롯데엔터테인먼트 | (주)콘텐츠지오 | 주식회사 에이투지엔터테인먼트,
4,4,18,OLD,20233879,크리에이터,2023-10-03,1970084743,9.7,1933046743,5219.1,2034650743,183020,179174,4658.7,189040,878,14823,20231008,2023,"SF,액션","존 데이비드 워싱턴,젬마 찬",가렛 에드워즈,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
5,5,-1,OLD,20234281,더 넌 2,2023-09-27,1221796479,6.0,-763479921,-38.5,3227231879,115542,-77525,-40.2,310578,697,6568,20231008,2023,공포(호러),"타이사 파미가,보니 아론스,조나스 블로켓,안나 팝플웰",마이클 차베즈,워너브러더스 코리아(주),워너브러더스 코리아(주)
6,6,-3,OLD,20223896,거미집,2023-09-27,646528431,3.2,-1379443300,-68.1,2798527019,65778,-146100,-69.0,290456,771,7688,20231008,2023,"코미디,드라마","송강호,임수정,오정세,전여빈,정수정",김지운,(주)바른손이앤에이,
7,7,-1,OLD,20234099,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,467549387,2.3,-131540386,-22.0,1102009160,51487,-14047,-21.4,120951,584,2740,20231008,2023,애니메이션,,,(주)넥스트엔터테인먼트월드(NEW),에스엠지홀딩스 주식회사
8,8,13,OLD,20234253,퍼피 구조대: 더 마이티 무비,2023-10-06,424011401,2.1,382282261,916.1,465740541,44962,40825,986.8,49099,546,1905,20231008,2023,"애니메이션,어드벤처","정선혜,박지윤,신용우,문남숙,엄상현",캘런 브런커,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트
9,9,0,NEW,20234277,사나: 저주의 아이,2023-10-04,346234100,1.7,346234100,100.0,349482100,35636,35636,100.0,36100,199,2501,20231008,2023,공포(호러),,시미즈 다카시,(주)바이포엠스튜디오,(주)시그널픽쳐스
10,10,-5,OLD,20224667,잠,2023-09-06,257818245,1.3,-658020055,-71.8,13833745416,31034,-81145,-72.3,1463111,493,2239,20231008,2023,미스터리,"정유미,이선균,김금순,이동찬,김국희",유재선,롯데컬처웍스(주)롯데엔터테인먼트,
1,1,0,OLD,20228819,30일,2023-10-03,5864024588,43.2,-74214668,-1.2,11979314609,590291,-11135,-1.9,1210173,1215,29494,20231015,2023,코미디,"강하늘,정소민,조민수,김선영,황세인",남대중,(주)마인드마크,
2,2,9,OLD,20227626,화란,2023-10-11,1466694901,10.8,1309094867,830.6,1634407535,149663,133388,819.6,166901,976,17154,20231015,2023,드라마,"홍사빈,송중기,김형서,정재광,유성주",김창훈,메가박스중앙(주) 플러스엠 엔터테인먼트,
3,3,-1,OLD,20227410,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,1432423248,10.6,-3800348789,-72.6,18011487048,147656,-381073,-72.1,1850329,987,18216,20231015,2023,"판타지,액션","강동원,허준호,이솜,이동휘,김종수",김성식,(주)씨제이이엔엠,
4,4,-1,OLD,20197122,1947 보스톤,2023-09-27,739231824,5.5,-1706458946,-69.8,8669681417,89903,-168356,-65.2,918987,805,10109,20231015,2023,드라마,"하정우,임시완,배성우,김상호,오희준",강제규,롯데컬처웍스(주)롯데엔터테인먼트 | (주)콘텐츠지오 | 주식회사 에이투지엔터테인먼트,
5,5,3,OLD,20234253,퍼피 구조대: 더 마이티 무비,2023-10-06,608834515,4.5,184823114,43.6,1074575056,65579,20617,45.9,114678,566,3370,20231015,2023,"애니메이션,어드벤처","정선혜,박지윤,신용우,문남숙,엄상현",캘런 브런커,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트
6,6,-2,OLD,20233879,크리에이터,2023-10-03,613186207,4.5,-1356898536,-68.9,2647836950,60129,-122891,-67.1,249169,795,8116,20231015,2023,"SF,액션","존 데이비드 워싱턴,젬마 찬",가렛 에드워즈,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
7,7,19,OLD,20212667,화사한 그녀,2023-10-11,513550400,3.8,501349400,4109.1,525751400,58521,56778,3257.5,60264,414,6510,20231015,2023,코미디,"엄정화,송새벽,방민아,손병호,김재화",이승준,(주)제이앤씨미디어그룹 | (주)스튜디오 산타클로스엔터테인먼트,
8,8,-3,OLD,20234281,더 넌 2,2023-09-27,419289826,3.1,-802506653,-65.7,3646521705,39872,-75670,-65.5,350450,459,3500,20231015,2023,공포(호러),"타이사 파미가,보니 아론스,조나스 블로켓,안나 팝플웰",마이클 차베즈,워너브러더스 코리아(주),워너브러더스 코리아(주)
9,9,0,OLD,20234277,사나: 저주의 아이,2023-10-04,308123900,2.3,-38110200,-11.0,657606000,30591,-5045,-14.2,66691,199,2383,20231015,2023,공포(호러),,시미즈 다카시,(주)바이포엠스튜디오,(주)시그널픽쳐스
10,10,-4,OLD,20223896,거미집,2023-09-27,164536002,1.2,-481992429,-74.6,2963063021,18347,-47431,-72.1,308803,481,2756,20231015,2023,"코미디,드라마","송강호,임수정,오정세,전여빈,정수정",김지운,(주)바른손이앤에이,
1,1,0,OLD,20228819,30일,2023-10-03,3800044818,38.1,-2063979770,-35.2,15779359427,385425,-204866,-34.7,1595598,1107,26680,20231022,2023,코미디,"강하늘,정소민,조민수,김선영,황세인",남대중,(주)마인드마크,
2,2,0,OLD,20227626,화란,2023-10-11,695565039,7.0,-771129862,-52.6,2329972574,72772,-76891,-51.4,239673,874,12135,20231022,2023,드라마,"홍사빈,송중기,김형서,정재광,유성주",김창훈,메가박스중앙(주) 플러스엠 엔터테인먼트,
3,3,44,OLD,20232894,플라워 킬링 문,2023-10-19,668202890,6.7,662298890,11217.8,674106890,69231,68575,10453.5,69887,719,4536,20231022,2023,"범죄,드라마","레오나르도 디카프리오,로버트 드 니로",마틴 스코세이지,롯데컬처웍스(주)롯데엔터테인먼트,
4,4,116,OLD,20234853,엑소시스트: 믿는 자,2023-10-18,643754879,6.5,642395879,47269.7,645113879,61876,61725,40877.5,62027,630,7218,20231022,2023,공포(호러),"엘렌 버스틴,레슬리 오덤 주니어,앤 도드",데이빗 고든 그린,유니버설픽쳐스인터내셔널 코리아(유),
5,5,-2,OLD,20227410,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,498356509,5.0,-934066739,-65.2,18509843557,51586,-96070,-65.1,1901915,674,8225,20231022,2023,"판타지,액션","강동원,허준호,이솜,이동휘,김종수",김성식,(주)씨제이이엔엠,
6,6,43,OLD,20234213,익스펜더블 4,2023-10-18,477218060,4.8,471651060,8472.3,484594060,49421,48821,8136.8,50222,634,7561,20231022,2023,액션,"제이슨 스타뎀,실베스터 스탤론,메간 폭스,50 센트,토니 자",스캇 워프,(주)올스타엔터테인먼트 | (주)플레이그램,(주)올스타엔터테인먼트
7,7,-3,OLD,20197122,1947 보스톤,2023-09-27,348018409,3.5,-391213415,-52.9,9017699826,46392,-43511,-48.4,965379,575,4845,20231022,2023,드라마,"하정우,임시완,배성우,김상호,오희준",강제규,롯데컬처웍스(주)롯데엔터테인먼트 | (주)콘텐츠지오 | 주식회사 에이투지엔터테인먼트,
8,8,12,OLD,20233178,블루 자이언트,2023-10-18,391468415,3.9,341873515,689.3,445656815,38977,34814,836.3,43580,574,6420,20231022,2023,애니메이션,"야마다 유키,마미야 쇼타로,오카야마 아마네",타치카와 유즈루,판씨네마(주),판씨네마(주)
9,9,104,OLD,20234663,바람 따라 만나리 : 김호중의 계절,2023-10-18,574382500,5.8,572682500,33687.2,576082500,24976,24806,14591.8,25146,78,1164,20231022,2023,"공연,다큐멘터리",김호중,오윤동,씨제이포디플렉스 주식회사 | 씨지브이 아이스콘,
10,10,-3,OLD,20212667,화사한 그녀,2023-10-11,244004300,2.4,-269546100,-52.5,769755700,23972,-34549,-59.0,84236,348,4457,20231022,2023,코미디,"엄정화,송새벽,방민아,손병호,김재화",이승준,(주)제이앤씨미디어그룹 | (주)스튜디오 산타클로스엔터테인먼트,
1,1,0,NEW,20234664,그대들은 어떻게 살 것인가,2023-10-25,9186205308,56.2,9186205308,100.0,9186205308,947965,947965,100.0,947965,1733,35142,20231029,2023,애니메이션,"스다 마사키,시바사키 코우,키무라 요시노,기무라 타쿠야,산토키 소마",미야자키 하야오,메가박스중앙(주),대원미디어(주)
2,2,-1,OLD,20228819,30일,2023-10-03,2337055447,14.3,-1462989371,-38.5,18116414874,244400,-141025,-36.6,1839998,1034,18048,20231029,2023,코미디,"강하늘,정소민,조민수,김선영,황세인",남대중,(주)마인드마크,
3,3,22,OLD,20224517,용감한 시민,2023-10-25,1548007226,9.5,1522438226,5954.2,1575799226,167450,164693,5973.6,170454,887,15213,20231029,2023,"액션,드라마","신혜선,이준영,박정우,박혁권,차청화",박진표,(주)마인드마크,
4,4,-1,OLD,20232894,플라워 킬링 문,2023-10-19,524443160,3.2,-143759730,-21.5,1198550050,56807,-12424,-17.9,126694,649,5100,20231029,2023,"범죄,드라마","레오나르도 디카프리오,로버트 드 니로",마틴 스코세이지,롯데컬처웍스(주)롯데엔터테인먼트,
5,5,3,OLD,20233178,블루 자이언트,2023-10-18,227390312,1.4,-164078103,-41.9,673047127,23340,-15637,-40.1,66920,512,3012,20231029,2023,애니메이션,"야마다 유키,마미야 쇼타로,오카야마 아마네",타치카와 유즈루,판씨네마(주),판씨네마(주)
6,6,1,OLD,20197122,1947 보스톤,2023-09-27,159789198,1.0,-188229211,-54.1,9177489024,21835,-24557,-52.9,987214,319,1499,20231029,2023,드라마,"하정우,임시완,배성우,김상호,오희준",강제규,롯데컬처웍스(주)롯데엔터테인먼트 | (주)콘텐츠지오 | 주식회사 에이투지엔터테인먼트,
7,7,63,OLD,20200622,소년들,2023-11-01,156902000,1.0,154679000,6958.1,159125000,17479,17232,6976.5,17726,30,85,20231029,2023,"드라마,범죄","설경구,유준상,진경,허성태,염혜란",정지영,(주)씨제이이엔엠,
8,8,-4,OLD,20234853,엑소시스트: 믿는 자,2023-10-18,163431003,1.0,-480323876,-74.6,808544882,16233,-45643,-73.8,78260,474,3029,20231029,2023,공포(호러),"엘렌 버스틴,레슬리 오덤 주니어,앤 도드",데이빗 고든 그린,유니버설픽쳐스인터내셔널 코리아(유),
9,9,-7,OLD,20227626,화란,2023-10-11,126708418,0.8,-568856621,-81.8,2456680992,14866,-57906,-79.6,254539,573,3292,20231029,2023,드라마,"홍사빈,송중기,김형서,정재광,유성주",김창훈,메가박스중앙(주) 플러스엠 엔터테인먼트,
10,10,-1,OLD,20234663,바람 따라 만나리 : 김호중의 계절,2023-10-18,330635000,2.0,-243747500,-42.4,906717500,14149,-10827,-43.3,39295,77,974,20231029,2023,"공연,다큐멘터리",김호중,오윤동,씨제이포디플렉스 주식회사 | 씨지브이 아이스콘,
1,1,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,5295051082,39.0,-3891154226,-42.4,14481256390,534125,-413840,-43.7,1482090,1546,34535,20231105,2023,애니메이션,"스다 마사키,시바사키 코우,키무라 요시노,기무라 타쿠야,산토키 소마",미야자키 하야오,메가박스중앙(주),대원미디어(주)
2,2,5,OLD,20200622,소년들,2023-11-01,2231654812,16.4,2074752812,1322.3,2390779812,229289,211810,1211.8,247015,1042,17733,20231105,2023,"드라마,범죄","설경구,유준상,진경,허성태,염혜란",정지영,(주)씨제이이엔엠,
3,3,-1,OLD,20228819,30일,2023-10-03,1522628700,11.2,-814426747,-34.8,19639043574,156947,-87453,-35.8,1996945,739,13102,20231105,2023,코미디,"강하늘,정소민,조민수,김선영,황세인",남대중,(주)마인드마크,
4,4,52,OLD,20234666,톡 투 미,2023-11-01,864521105,6.4,860310105,20430.1,875208105,86833,86298,16130.5,88122,604,7832,20231105,2023,공포(호러),,"대니 필리푸,마이클 필리푸",주식회사 올랄라스토리 | 롯데컬처웍스(주)롯데시네마,(주)더쿱디스트리뷰션
5,5,-2,OLD,20224517,용감한 시민,2023-10-25,696139787,5.1,-851867439,-55.0,2271939013,76743,-90707,-54.2,247197,810,11483,20231105,2023,"액션,드라마","신혜선,이준영,박정우,박혁권,차청화",박진표,(주)마인드마크,
6,6,-2,OLD,20232894,플라워 킬링 문,2023-10-19,236240544,1.7,-288202616,-55.0,1434790594,25116,-31691,-55.8,151810,393,2963,20231105,2023,"범죄,드라마","레오나르도 디카프리오,로버트 드 니로",마틴 스코세이지,롯데컬처웍스(주)롯데엔터테인먼트,
7,7,-2,OLD,20233178,블루 자이언트,2023-10-18,187141710,1.4,-40248602,-17.7,860188837,20490,-2850,-12.2,87410,173,1209,20231105,2023,애니메이션,"야마다 유키,마미야 쇼타로,오카야마 아마네",타치카와 유즈루,판씨네마(주),판씨네마(주)
8,8,0,NEW,20199950,조커,2019-10-02,203703725,1.5,203703725,100.0,45646795855,17803,17803,100.0,5273111,206,1712,20231105,2023,"액션,드라마,스릴러","호아킨 피닉스,재지 비츠,로버트 드 니로,프란시스 콘로이,브렛 컬렌",토드 필립스,워너브러더스 코리아(주),워너브러더스 코리아(주)
9,9,0,NEW,20235459,테일러 스위프트 디 에라스 투어,2023-11-03,397500500,2.9,397500500,100.0,397500500,13723,13723,100.0,13723,51,203,20231105,2023,공연,,,씨제이포디플렉스 주식회사,
10,10,63,OLD,20226270,스즈메의 문단속,2023-03-08,109904078,0.8,107194578,3956.2,57044797267,12894,12585,4072.8,5567283,42,889,20231105,2023,애니메이션,"하라 나노카,마츠무라 호쿠토",신카이 마코토,(주)쇼박스,(주)미디어캐슬
1,1,0,NEW,20235034,더 마블스,2023-11-08,4511638126,37.2,4511638126,100.0,4511638126,446883,446883,100.0,446883,1532,35233,20231112,2023,"액션,SF","브리 라슨,테요나 패리스,이만 벨라니,자웨 애쉬튼,사무엘 L. 잭슨",니아 다코스타,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
2,2,-1,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,2444831557,20.2,-2850219525,-53.8,16926087947,247443,-286682,-53.7,1729533,1140,22815,20231112,2023,애니메이션,"스다 마사키,시바사키 코우,키무라 요시노,기무라 타쿠야,산토키 소마",미야자키 하야오,메가박스중앙(주),대원미디어(주)
3,3,-1,OLD,20200622,소년들,2023-11-01,1329965717,11.0,-901689095,-40.4,3720745529,138187,-91102,-39.7,385202,914,14834,20231112,2023,"드라마,범죄","설경구,유준상,진경,허성태,염혜란",정지영,(주)씨제이이엔엠,
4,4,-1,OLD,20228819,30일,2023-10-03,843848445,7.0,-678780255,-44.6,20482892019,85540,-71407,-45.5,2082485,627,8649,20231112,2023,코미디,"강하늘,정소민,조민수,김선영,황세인",남대중,(주)마인드마크,
5,5,22,OLD,20225894,뉴 노멀,2023-11-08,561421108,4.6,526447108,1505.3,610405108,56668,52782,1358.3,61955,546,5886,20231112,2023,"스릴러,드라마,코미디","최지우,이유미,최민호,표지훈,하다인",정범식,(주)바이포엠스튜디오,
6,6,-2,OLD,20234666,톡 투 미,2023-11-01,543918873,4.5,-320602232,-37.1,1419126978,55874,-30959,-35.7,143996,539,5487,20231112,2023,공포(호러),,"대니 필리푸,마이클 필리푸",주식회사 올랄라스토리 | 롯데컬처웍스(주)롯데시네마,(주)더쿱디스트리뷰션
7,7,-2,OLD,20224517,용감한 시민,2023-10-25,130912474,1.1,-565227313,-81.2,2402851487,14736,-62007,-80.8,261933,497,3058,20231112,2023,"액션,드라마","신혜선,이준영,박정우,박혁권,차청화",박진표,(주)마인드마크,
8,8,-1,OLD,20233178,블루 자이언트,2023-10-18,120212254,1.0,-66929456,-35.8,980401091,13326,-7164,-35.0,100736,125,1004,20231112,2023,애니메이션,"야마다 유키,마미야 쇼타로,오카야마 아마네",타치카와 유즈루,판씨네마(주),판씨네마(주)
9,9,4,OLD,20197122,1947 보스톤,2023-09-27,92695590,0.8,12717866,15.9,9350162338,13274,2862,27.5,1010900,130,784,20231112,2023,드라마,"하정우,임시완,배성우,김상호,오희준",강제규,롯데컬처웍스(주)롯데엔터테인먼트 | (주)콘텐츠지오 | 주식회사 에이투지엔터테인먼트,
10,10,-4,OLD,20232894,플라워 킬링 문,2023-10-19,95060395,0.8,-141180149,-59.8,1529850989,9944,-15172,-60.4,161754,255,1352,20231112,2023,"범죄,드라마","레오나르도 디카프리오,로버트 드 니로",마틴 스코세이지,롯데컬처웍스(주)롯데엔터테인먼트,
1,1,71,OLD,20235030,프레디의 피자가게,2023-11-15,3313282458,25.9,3311059458,148945.5,3315505458,340377,340130,137704.5,340624,1041,12924,20231119,2023,"공포(호러),스릴러","조쉬 허처슨,엘리자베스 라일,캣 코너 스털링,파이퍼 루비오,메리 스튜어트 매스터슨",엠마 타미,유니버설픽쳐스인터내셔널 코리아(유),
2,2,-1,OLD,20235034,더 마블스,2023-11-08,1773456980,13.9,-2738181146,-60.7,6285095106,183948,-262935,-58.8,630831,1300,23207,20231119,2023,"액션,SF","브리 라슨,테요나 패리스,이만 벨라니,자웨 애쉬튼,사무엘 L. 잭슨",니아 다코스타,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
3,3,-1,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,1448709390,11.3,-996122167,-40.7,18374797337,150963,-96480,-39.0,1880496,829,14986,20231119,2023,애니메이션,"스다 마사키,시바사키 코우,키무라 요시노,기무라 타쿠야,산토키 소마",미야자키 하야오,메가박스중앙(주),대원미디어(주)
