rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,year,genres,actors,directors,distributor,importer
4,4,55,OLD,20234797,헝거게임: 노래하는 새와 뱀의 발라드,2023-11-15,1197777412,9.4,1193722412,29438.3,1201832412,120152,119807,34726.7,120497,986,12246,20231119,2023,"액션,어드벤처,SF,스릴러","레이첼 지글러,톰 블라이스,헌터 샤퍼,비올라 데이비스,피터 딘클리지",프란시스 로렌스,(주)누리픽쳐스,(주)누리픽쳐스
5,5,-2,OLD,20200622,소년들,2023-11-01,583010190,4.6,-746955527,-56.2,4303755719,67110,-71077,-51.4,452312,666,7974,20231119,2023,"드라마,범죄","설경구,유준상,진경,허성태,염혜란",정지영,(주)씨제이이엔엠,
6,6,-2,OLD,20228819,30일,2023-10-03,554044033,4.3,-289804412,-34.3,21036936052,58751,-26789,-31.3,2141236,564,5664,20231119,2023,코미디,"강하늘,정소민,조민수,김선영,황세인",남대중,(주)마인드마크,
7,7,0,NEW,20081056,다크 나이트,2008-08-06,365340159,2.9,365340159,100.0,28573761199,38446,38446,100.0,4266806,246,1599,20231119,2023,"범죄,드라마,액션,미스터리","크리스찬 베일,마이클 케인,히스 레저,아론 에크하트,매기 질렌할",크리스토퍼 놀란,주식회사 해리슨앤컴퍼니 | 워너브러더스 코리아(주),주식회사 해리슨앤컴퍼니 | 워너브러더스 코리아(주)
8,8,0,NEW,20228313,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,268644410,2.1,268644410,100.0,11644115346,36552,36552,100.0,1137374,127,840,20231119,2023,멜로/로맨스,"미치에다 슌스케,후쿠모토 리코,후루카와 코토네,마츠모토 호노카",미키 타카히로,(주)바이포엠스튜디오 | 홀리가든,(주)미디어캐슬
9,9,-4,OLD,20225894,뉴 노멀,2023-11-08,323354350,2.5,-238066758,-42.4,933759458,34443,-22225,-39.2,96398,480,3972,20231119,2023,"스릴러,드라마,코미디","최지우,이유미,최민호,표지훈,하다인",정범식,(주)바이포엠스튜디오,
10,10,-4,OLD,20234666,톡 투 미,2023-11-01,241980284,1.9,-301938589,-55.5,1661107262,29378,-26496,-47.4,173374,346,2870,20231119,2023,공포(호러),,"대니 필리푸,마이클 필리푸",주식회사 올랄라스토리 | 롯데컬처웍스(주)롯데시네마,(주)더쿱디스트리뷰션
1,1,15,OLD,20212866,서울의 봄,2023-11-22,18210049770,72.7,18122893770,20793.6,18349585770,1877423,1867827,19464.6,1892755,2328,44587,20231126,2023,드라마,"황정민,정우성,이성민,박해준,김성균",김성수,메가박스중앙(주) 플러스엠 엔터테인먼트,
2,2,-1,OLD,20235030,프레디의 피자가게,2023-11-15,2153090255,8.6,-1160192203,-35.0,5468595713,220246,-120131,-35.3,560870,798,12357,20231126,2023,"공포(호러),스릴러","조쉬 허처슨,엘리자베스 라일,캣 코너 스털링,파이퍼 루비오,메리 스튜어트 매스터슨",엠마 타미,유니버설픽쳐스인터내셔널 코리아(유),
3,3,0,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,659525999,2.6,-789183391,-54.5,19034323336,69502,-81461,-54.0,1949998,647,7273,20231126,2023,애니메이션,"스다 마사키,시바사키 코우,키무라 요시노,기무라 타쿠야,산토키 소마",미야자키 하야오,메가박스중앙(주),대원미디어(주)
4,4,0,OLD,20234797,헝거게임: 노래하는 새와 뱀의 발라드,2023-11-15,461105591,1.8,-736671821,-61.5,1662938003,48383,-71769,-59.7,168880,793,6135,20231126,2023,"액션,어드벤처,SF,스릴러","레이첼 지글러,톰 블라이스,헌터 샤퍼,비올라 데이비스,피터 딘클리지",프란시스 로렌스,(주)누리픽쳐스,(주)누리픽쳐스
5,5,-3,OLD,20235034,더 마블스,2023-11-08,454354703,1.8,-1319102277,-74.4,6739449809,47866,-136082,-74.0,678697,789,7066,20231126,2023,"액션,SF","브리 라슨,테요나 패리스,이만 벨라니,자웨 애쉬튼,사무엘 L. 잭슨",니아 다코스타,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
6,6,16,OLD,20234957,스노우 폭스: 썰매개가 될 거야!,2023-11-23,326584679,1.3,266292657,441.7,388282501,37819,31150,467.1,44701,479,1744,20231126,2023,"애니메이션,어드벤처","제레미 레너,알렉 볼드윈",아론 우들리,(주)팝엔터테인먼트,(주)히스토리필름
7,7,1,OLD,20228313,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,175812180,0.7,-92832230,-34.6,11819927526,23396,-13156,-36.0,1160770,120,1343,20231126,2023,멜로/로맨스,"미치에다 슌스케,후쿠모토 리코,후루카와 코토네,마츠모토 호노카",미키 타카히로,(주)바이포엠스튜디오 | 홀리가든,(주)미디어캐슬
8,8,0,NEW,20234114,괴물,2023-11-29,220069000,0.9,220069000,100.0,223417000,23369,23369,100.0,23648,56,122,20231126,2023,"드라마,미스터리","안도 사쿠라,다나카 유코,나가야마 에이타,쿠로카와 소야,히이라기 히나타",고레에다 히로카즈,(주)넥스트엔터테인먼트월드(NEW),(주)미디어캐슬
9,9,4,OLD,20234293,이빨요정 비올레타: 요정나라로 돌아갈래!,2023-11-18,173887800,0.7,3452200,2.0,347130400,20589,262,1.3,41317,247,1281,20231126,2023,"애니메이션,판타지,어드벤처",,,TCO(주)더콘텐츠온,찬란
10,10,-4,OLD,20228819,30일,2023-10-03,183159850,0.7,-370884183,-66.9,21220095902,19897,-38854,-66.1,2161133,429,2475,20231126,2023,코미디,"강하늘,정소민,조민수,김선영,황세인",남대중,(주)마인드마크,
1,1,0,OLD,20212866,서울의 봄,2023-11-22,26185474683,80.2,7975424913,43.8,44535060453,2762279,884856,47.1,4655034,2463,60824,20231203,2023,드라마,"황정민,정우성,이성민,박해준,김성균",김성수,메가박스중앙(주) 플러스엠 엔터테인먼트,
2,2,10,OLD,20202247,싱글 인 서울,2023-11-29,1902626921,5.8,1760161861,1235.5,2091612981,206617,192940,1410.7,225463,917,14900,20231203,2023,"멜로/로맨스,코미디","이동욱,임수정,이솜,장현성,김지영",박범수,롯데컬처웍스(주)롯데엔터테인먼트,
3,3,5,OLD,20234114,괴물,2023-11-29,878750636,2.7,658681636,299.3,1102167636,94151,70782,302.9,117799,647,7580,20231203,2023,"드라마,미스터리","안도 사쿠라,다나카 유코,나가야마 에이타,쿠로카와 소야,히이라기 히나타",고레에다 히로카즈,(주)넥스트엔터테인먼트월드(NEW),(주)미디어캐슬
4,4,-2,OLD,20235030,프레디의 피자가게,2023-11-15,888486138,2.7,-1264604117,-58.7,6357081851,91101,-129145,-58.6,651971,558,5828,20231203,2023,"공포(호러),스릴러","조쉬 허처슨,엘리자베스 라일,캣 코너 스털링,파이퍼 루비오,메리 스튜어트 매스터슨",엠마 타미,유니버설픽쳐스인터내셔널 코리아(유),
5,5,-2,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,237381372,0.7,-422144627,-64.0,19271704708,25750,-43752,-63.0,1975748,486,2470,20231203,2023,애니메이션,"스다 마사키,시바사키 코우,키무라 요시노,기무라 타쿠야,산토키 소마",미야자키 하야오,메가박스중앙(주),대원미디어(주)
6,6,0,OLD,20234957,스노우 폭스: 썰매개가 될 거야!,2023-11-23,191305949,0.6,-135278730,-41.4,579588450,23954,-13865,-36.7,68655,227,1228,20231203,2023,"애니메이션,어드벤처","제레미 레너,알렉 볼드윈",아론 우들리,(주)팝엔터테인먼트,(주)히스토리필름
7,7,42,OLD,20235261,극장판 파워 디지몬 더 비기닝,2023-11-29,230813200,0.7,224282200,3434.1,237344200,23507,22574,2419.5,24440,197,1504,20231203,2023,애니메이션,"카타야마 후쿠쥬로,오가타 메구미,에노키 준야",타구치 토모히사,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사
8,8,0,NEW,20136803,겨울왕국,2014-01-16,192207921,0.6,192207921,100.0,82736415601,19743,19743,100.0,10324794,318,1489,20231203,2023,"애니메이션,어드벤처,가족,코미디,뮤지컬,판타지","이디나 멘젤,크리스틴 벨,조나단 그로프,조시 게드","제니퍼 리,크리스 벅",월트디즈니컴퍼니코리아 유한책임회사 | 소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
9,9,18,OLD,20234798,극장판 우당탕탕 은하안전단: 진정한 용기!,2023-11-30,134070020,0.4,101327430,309.5,166812610,17953,13789,331.1,22117,261,1080,20231203,2023,애니메이션,"김은아,엄상현,이지현,이민규,전태열",정지훈,(주)넥스트엔터테인먼트월드(NEW),
10,10,188,OLD,20232536,명탐정코난: 흑철의 어영,2023-07-20,161506850,0.5,161186350,50292.2,7654373755,14930,14896,43811.8,796713,39,974,20231203,2023,애니메이션,,타치카와 유즈루,(주)씨제이이엔엠,(주)씨제이이엔엠
1,1,0,OLD,20212866,서울의 봄,2023-11-22,22665651189,73.6,-3519823494,-13.4,67200711642,2316716,-445563,-16.1,6971750,2301,58166,20231210,2023,드라마,"황정민,정우성,이성민,박해준,김성균",김성수,메가박스중앙(주) 플러스엠 엔터테인먼트,
2,2,25,OLD,20190324,3일의 휴가,2023-12-06,2028795817,6.6,2004895817,8388.7,2056196817,213585,210991,8133.8,216568,863,11269,20231210,2023,"판타지,드라마","김해숙,신민아,강기영,황보라,박명훈",육상효,(주)쇼박스,
3,3,16,OLD,20235098,나폴레옹,2023-12-06,1353750478,4.4,1271012978,1536.2,1436487978,134389,129202,2490.9,139576,822,9285,20231210,2023,"전쟁,드라마","호아킨 피닉스,바네사 커비",리들리 스콧,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,
4,4,-2,OLD,20202247,싱글 인 서울,2023-11-29,1041259355,3.4,-861367566,-45.3,3132872336,109635,-96982,-46.9,335098,844,11138,20231210,2023,"멜로/로맨스,코미디","이동욱,임수정,이솜,장현성,김지영",박범수,롯데컬처웍스(주)롯데엔터테인먼트,
5,5,-2,OLD,20234114,괴물,2023-11-29,846085865,2.7,-32664771,-3.7,1948253501,86544,-7607,-8.1,204343,616,5412,20231210,2023,"드라마,미스터리","안도 사쿠라,다나카 유코,나가야마 에이타,쿠로카와 소야,히이라기 히나타",고레에다 히로카즈,(주)넥스트엔터테인먼트월드(NEW),(주)미디어캐슬
6,6,-2,OLD,20235030,프레디의 피자가게,2023-11-15,383564519,1.2,-504921619,-56.8,6740646370,38423,-52678,-57.8,690394,364,2319,20231210,2023,"공포(호러),스릴러","조쉬 허처슨,엘리자베스 라일,캣 코너 스털링,파이퍼 루비오,메리 스튜어트 매스터슨",엠마 타미,유니버설픽쳐스인터내셔널 코리아(유),
7,7,0,NEW,20234673,뽀로로 극장판 슈퍼스타 대모험,2023-12-13,340330368,1.1,340330368,100.0,344362368,35683,35683,100.0,36259,436,1494,20231210,2023,애니메이션,"이선,이미자,함수정,홍소영,정미숙","김성민,윤제완",씨제이 씨지브이(CJ CGV)(주),
8,8,0,NEW,20235697,엔시티 네이션 : 투 더 월드 인 시네마,2023-12-06,442017500,1.4,442017500,100.0,442017500,19906,19906,100.0,19906,87,1176,20231210,2023,"공연,다큐멘터리",,오윤동,씨제이포디플렉스 주식회사,
9,9,-4,OLD,20234664,그대들은 어떻게 살 것인가,2023-10-25,119609950,0.4,-117771422,-49.6,19391314658,15323,-10427,-40.5,1991071,157,912,20231210,2023,애니메이션,"스다 마사키,시바사키 코우,키무라 요시노,기무라 타쿠야,산토키 소마",미야자키 하야오,메가박스중앙(주),대원미디어(주)
10,10,-4,OLD,20234957,스노우 폭스: 썰매개가 될 거야!,2023-11-23,100710996,0.3,-90594953,-47.4,680299446,14149,-9805,-40.9,82804,92,469,20231210,2023,"애니메이션,어드벤처","제레미 레너,알렉 볼드윈",아론 우들리,(주)팝엔터테인먼트,(주)히스토리필름
1,1,0,OLD,20212866,서울의 봄,2023-11-22,19297787579,70.8,-3367863610,-14.9,86498499221,1968905,-347811,-15.0,8940655,2313,56849,20231217,2023,드라마,"황정민,정우성,이성민,박해준,김성균",김성수,메가박스중앙(주) 플러스엠 엔터테인먼트,
2,2,0,OLD,20190324,3일의 휴가,2023-12-06,1970809079,7.2,-57986738,-2.9,4027005896,209299,-4286,-2.0,425867,861,13992,20231217,2023,"판타지,드라마","김해숙,신민아,강기영,황보라,박명훈",육상효,(주)쇼박스,
3,3,4,OLD,20234673,뽀로로 극장판 슈퍼스타 대모험,2023-12-13,1098805230,4.0,758474862,222.9,1443167598,123432,87749,245.9,159691,850,5414,20231217,2023,애니메이션,"이선,이미자,함수정,홍소영,정미숙","김성민,윤제완",씨제이 씨지브이(CJ CGV)(주),
4,4,1,OLD,20234114,괴물,2023-11-29,830312337,3.0,-15773528,-1.9,2778565838,84258,-2286,-2.6,288601,433,4155,20231217,2023,"드라마,미스터리","안도 사쿠라,다나카 유코,나가야마 에이타,쿠로카와 소야,히이라기 히나타",고레에다 히로카즈,(주)넥스트엔터테인먼트월드(NEW),(주)미디어캐슬
5,5,-2,OLD,20235098,나폴레옹,2023-12-06,653081890,2.4,-700668588,-51.8,2089569868,68522,-65867,-49.0,208098,731,6839,20231217,2023,"전쟁,드라마","호아킨 피닉스,바네사 커비",리들리 스콧,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,
6,6,29,OLD,20235698,쏘우 X,2023-12-13,507724177,1.9,491552177,3039.5,524302177,48633,47008,2892.8,50316,571,5251,20231217,2023,"공포(호러),스릴러","토빈 벨,쇼니 스미스",케빈 그루터트,(주)올스타엔터테인먼트 | (주)플레이그램,(주)올스타엔터테인먼트
7,7,-3,OLD,20202247,싱글 인 서울,2023-11-29,436318870,1.6,-604940485,-58.1,3569191206,46107,-63528,-57.9,381205,646,5012,20231217,2023,"멜로/로맨스,코미디","이동욱,임수정,이솜,장현성,김지영",박범수,롯데컬처웍스(주)롯데엔터테인먼트,
8,8,23,OLD,20235980,말하고 싶은 비밀,2023-12-13,424411290,1.6,407642290,2430.9,441180290,43869,42042,2301.1,45696,401,3158,20231217,2023,멜로/로맨스,사쿠라다 히요리,,(주)바이포엠스튜디오 | 홀리가든,(주)시그널픽쳐스
9,9,0,NEW,20203702,노량: 죽음의 바다,2023-12-20,274591010,1.0,274591010,100.0,274591010,27503,27503,100.0,27503,27,134,20231217,2023,"사극,액션","김윤석,백윤식,정재영,허준호,김성규",김한민,롯데컬처웍스(주)롯데엔터테인먼트 | (주)에이스메이커무비웍스,
10,10,-4,OLD,20235030,프레디의 피자가게,2023-11-15,194003731,0.7,-189560788,-49.4,6934650101,19251,-19172,-49.9,709645,230,1286,20231217,2023,"공포(호러),스릴러","조쉬 허처슨,엘리자베스 라일,캣 코너 스털링,파이퍼 루비오,메리 스튜어트 매스터슨",엠마 타미,유니버설픽쳐스인터내셔널 코리아(유),
1,1,8,OLD,20203702,노량: 죽음의 바다,2023-12-20,16465149642,40.5,16190558632,5896.2,16739740652,1653918,1626415,5913.6,1681421,2196,37458,20231224,2023,"사극,액션","김윤석,백윤식,정재영,허준호,김성규",김한민,롯데컬처웍스(주)롯데엔터테인먼트 | (주)에이스메이커무비웍스,
2,2,-1,OLD,20212866,서울의 봄,2023-11-22,13614019262,33.4,-5683768317,-29.5,100112518483,1367350,-601555,-30.6,10308005,2101,36455,20231224,2023,드라마,"황정민,정우성,이성민,박해준,김성균",김성수,메가박스중앙(주) 플러스엠 엔터테인먼트,
3,3,0,NEW,20235735,아쿠아맨과 로스트 킹덤,2023-12-20,3857679928,9.5,3857679928,100.0,3857679928,370351,370351,100.0,370351,965,12377,20231224,2023,"액션,어드벤처,판타지","제이슨 모모아,패트릭 윌슨,야히아 압둘 마틴 2세,앰버 허드,니콜 키드먼",제임스 완,워너브러더스 코리아(주),워너브러더스 코리아(주)
4,4,10,OLD,20236146,신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,2023-12-22,2044778990,5.0,1963987165,2430.9,2125570815,209408,201845,2668.8,216971,868,4897,20231224,2023,애니메이션,,오네 히토시,(주)씨제이이엔엠,(주)씨제이이엔엠
5,5,18,OLD,20235596,트롤: 밴드 투게더,2023-12-20,1318276883,3.2,1287559883,4191.7,1374296883,144076,140721,4194.4,150020,831,4552,20231224,2023,애니메이션,"안나 켄드릭,저스틴 팀버레이크,주이 디샤넬,에이미 슈머,앤드류 라넬스",월트 도른,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
6,6,-3,OLD,20234673,뽀로로 극장판 슈퍼스타 대모험,2023-12-13,680378232,1.7,-418426998,-38.1,2123545830,75534,-47898,-38.8,235225,590,3702,20231224,2023,애니메이션,"이선,이미자,함수정,홍소영,정미숙","김성민,윤제완",씨제이 씨지브이(CJ CGV)(주),
7,7,-5,OLD,20190324,3일의 휴가,2023-12-06,570253166,1.4,-1400555913,-71.1,4597259062,61630,-147669,-70.6,487497,802,4927,20231224,2023,"판타지,드라마","김해숙,신민아,강기영,황보라,박명훈",육상효,(주)쇼박스,
8,8,-4,OLD,20234114,괴물,2023-11-29,512319401,1.3,-317992936,-38.3,3290885239,49285,-34973,-41.5,337886,414,2200,20231224,2023,"드라마,미스터리","안도 사쿠라,다나카 유코,나가야마 에이타,쿠로카와 소야,히이라기 히나타",고레에다 히로카즈,(주)넥스트엔터테인먼트월드(NEW),(주)미디어캐슬
9,9,-1,OLD,20235980,말하고 싶은 비밀,2023-12-13,188613866,0.5,-235797424,-55.6,629794156,19825,-24044,-54.8,65521,389,1444,20231224,2023,멜로/로맨스,사쿠라다 히요리,,(주)바이포엠스튜디오 | 홀리가든,(주)시그널픽쳐스
10,10,22,OLD,20233299,크레센도,2023-12-20,188628800,0.5,166497700,752.3,210759900,17309,15493,853.1,19125,81,552,20231224,2023,다큐멘터리,,헤더 윌크,오드,오드
1,1,0,OLD,20203702,노량: 죽음의 바다,2023-12-20,17292868288,38.6,827718646,5.0,34032608940,1756712,102794,6.2,3438133,1886,44051,20231231,2023,"사극,액션","김윤석,백윤식,정재영,허준호,김성규",김한민,롯데컬처웍스(주)롯데엔터테인먼트 | (주)에이스메이커무비웍스,
